Station,Type,line,Longitude,Latitude,Aliases
"Zürich, Bellevue",tram station,2|4|5|6|8|9|11|15|912|916|E|N4|N5|N9|N91,8.5450865,47.3670932,bellevue|zurichbellevue
"Zürich, Berghaldenstrasse",bus station,31|701|N71|N74,8.590066,47.3586478,berghaldenstr|berghaldenstrasse|zurich berghaldenstr|zurichberghaldenstrasse
"Zürich, Bergstation Dolderbahn",train station,25,8.5747025,47.3732103,bergstation dolderbahn|bergstationdolderbahn|zurichbergstationdolderbahn
"Zürich, Berninaplatz",tram station,8|10|11|17|51|E|N9|N10,8.5479938,47.4037295,berninaplatz|berninaplz|zurich berninaplz|zurichberninaplatz
"Zürich, Bernoulli-Häuser",tram station,8|17|N17,8.5087088,47.3937646,bernoulli hauser|bernoullihauser|zurichbernoullihauser
"Zürich, Bertastrasse",bus station,66|72|N9|N15|N18,8.5134608,47.3738863,bertastr|bertastrasse|zurich bertastr|zurichbertastrasse
"Zürich, Berufswahlschule",bus station,40,8.533327,47.404373,berufswahlschule|zurichberufswahlschule
"Zürich, Besenrainstrasse",bus station,72,8.5278566,47.3454797,besenrainstr|besenrainstrasse|zurich besenrainstr|zurichbesenrainstrasse
"Zürich, Besenrainweg",station,,8.5287786,47.3465594,besenrainweg|zurichbesenrainweg
"Zürich, Bethanien",bus station,33|N33,8.5559947,47.3809127,bethanien|zurichbethanien
"Zürich, Bezirksgebäude",tram station,2|3|4|9|11|13|15|50|51|E|N3,8.5255562,47.374169,zurichbezirksgebaude
"Zürich, Bhf Enge Pausenplatz",station,,8.5314585,47.3656039,bhf enge pausenplatz|bhf enge pausenplz|bhfengepausenplatz|zurich bhf enge pausenplz|zurichbhfengepausenplatz
"Zürich, Bhf. Wollishofen/Werft",bus station,161|165,8.5343551,47.3480718,bhf wollishofen werft|bhfwollishofenwerft|zurichbhfwollishofenwerft
"Zürich, Billoweg",tram station,4|5|7|8|13|161|165|N16,8.5319762,47.3514675,billoweg|zurichbilloweg
"Zürich, Binz Center",bus station,76,8.511048,47.3619003,binz center|binzcenter|zurichbinzcenter
"Zürich, Birch-/Glatttalstrasse",bus station,75|742|N75,8.5461409,47.4274042,birch glatttalstr|birch glatttalstrasse|birchglatttalstrasse|zurich birch glatttalstr|zurichbirchglatttalstrasse
"Zürich, Birchdörfli",bus station,32|N2,8.5305963,47.4075381,birchdorfli|zurichbirchdorfli
"Zürich, Bircher-Benner",bus station,751,8.5647982,47.375736,bircher benner|bircherbenner|zurichbircherbenner
"Zürich, Birchstrasse",bus station,64|80|N8,8.5358508,47.4130473,birchstr|birchstrasse|zurich birchstr|zurichbirchstrasse
"Zürich, Bleulerstrasse",bus station,77|99|N4,8.5715673,47.3471909,zurich bleulerstr|zurichbleulerstrasse
"Zürich, Blumenfeldstrasse",bus station,37|61,8.5052429,47.4237769,blumenfeldstr|blumenfeldstrasse|zurich blumenfeldstr|zurichblumenfeldstrasse
"Zürich, Bollingerweg",bus station,64|75|N75,8.5379039,47.4142871,bollingerweg|zurichbollingerweg
"Zürich, Botanischer Garten",bus station,33|77|N33,8.5578328,47.3593425,botanischer garten|botanischergarten|zurichbotanischergarten
"Zürich, Bristenstrasse",bus station,45|78|80|83|89|N1|N8|N12,8.4870577,47.3900772,bristenstr|bristenstrasse|zurich bristenstr|zurichbristenstrasse
"Zürich, Brunau/Mutschellenstr.",bus station,66|72|N15|N18,8.5269034,47.3551945,brunau mutschellenstr|brunaumutschellenstr|zurichbrunaumutschellenstr
"Zürich, Brunaustrasse",tram station,4|5|7|8|13|161|165|N16,8.5322175,47.3561338,zurich brunaustr|zurichbrunaustrasse
"Zürich, Brunnenhof",tram station,8|11|17|32|40|50|N2|N12,8.5351857,47.4019807,brunnenhof|zurichbrunnenhof
"Zürich, Bucheggplatz",tram station,8|11|17|32|40|50|69|72|83|N2|N9|N12|N15|N18,8.5332832,47.3983738,bucheggplatz|bucheggplz|zurich bucheggplz|zurichbucheggplatz
"Zürich, Buchholz",bus station,91,8.5886987,47.3609282,zurichbuchholz
"Zürich, Buchzelgstrasse",bus station,91,8.5852456,47.3591815,buchzelgstr|buchzelgstrasse|zurich buchzelgstr|zurichbuchzelgstrasse
"Zürich, Buhnstrasse",bus station,40|42|75|N75,8.5389431,47.4222558,buhnstr|buhnstrasse|zurich buhnstr|zurichbuhnstrasse
"Zürich, Burgwies",tram station,4|11|E|N4,8.5718636,47.3580183,burgwies|zurichburgwies
"Zürich, Butzenstrasse",tram station,4|5|7|8|13|70|184|185|N15|N18,8.5303143,47.3414086,butzenstr|butzenstrasse|zurich butzenstr|zurichbutzenstrasse
"Zürich, Bäckeranlage",tram station,8|31|32|33|50|51|N1|N2|N4|N12,8.5230921,47.3786717,backeranlage|zurichbackeranlage
"Zürich, Bändliweg",tram station,8|17|45|307|N17,8.4850087,47.3963563,bandliweg|zurichbandliweg
"Zürich, Bärenbohlstrasse",bus station,44,8.5094288,47.4256362,barenbohlstr|barenbohlstrasse|zurich barenbohlstr|zurichbarenbohlstrasse
"Zürich, Bürkliplatz",tram station,2|4|5|6|8|9|11|161|165|E|N5|N9|N91,8.5407721,47.3665408,burkliplatz|burkliplz|zurich burkliplz|zurichburkliplatz
"Zürich, Central",tram station,2|3|4|6|7|9|10|11|13|15|31|33|46|51|N4|N5|N6|N7|N10|N71|N74,8.543964,47.3768098,central|zurichcentral
"Zürich, Central Polybahn",train station,24,8.5440768,47.3765028,central polybahn|centralpolybahn|zurichcentralpolybahn
"Zürich, Chaletweg",bus station,64|80|N8,8.5312194,47.41337,chaletweg|zurichchaletweg
"Zürich, Chinagarten",bus station,912|916,8.552953,47.3545143,chinagarten|zurichchinagarten
"Zürich, Dangelstrasse",bus station,184|185|N18,8.529962,47.3345396,dangelstr|dangelstrasse|zurich dangelstr|zurichdangelstrasse
"Zürich, Dolder",station,25,8.5745,47.3732,dolder|zurichdolder
"Zürich, Dorflinde",bus station,75,8.5492496,47.4074054,dorflinde|zurichdorflinde
"Zürich, Dreispitz",bus station,61|62|N12,8.5671693,47.4107939,zurichdreispitz
"Zürich, Dreiwiesen",bus station,751|N6,8.5756432,47.378823,dreiwiesen|zurichdreiwiesen
"Zürich, Drusbergstrasse",bus station,31|701|N71|N74,8.5788367,47.3603424,drusbergstr|drusbergstrasse|zurich drusbergstr|zurichdrusbergstrasse
"Zürich, Dunkelhölzli",bus station,45|67|78|N1,8.4700539,47.38889,dunkelholzli|zurichdunkelholzli
"Zürich, Einfangstrasse",bus station,32|61|62|N2,8.5129264,47.4157003,einfangstr|einfangstrasse|zurich einfangstr|zuricheinfangstrasse
"Zürich, Elektrowatt",bus station,912|916,8.5504053,47.3573903,elektrowatt|zurichelektrowatt
"Zürich, Englischviertelstrasse",tram station,2|4|9|11|15|E,8.5581734,47.3667332,englischviertelstr|englischviertelstrasse|zurich englischviertelstr|zurichenglischviertelstrasse
"Zürich, EPI-Klinik",bus station,77|99|N4,8.5706586,47.3486481,epi klinik|epiklinik|zurichepiklinik
"Zürich, Escher-Wyss-Platz",tram station,8|17|31|32|33|46|50|51|72|83|N2|N9|N13|N15|N17|N18|N33|N46,8.5230409,47.3904737,escher wyss pl|escher wyss platz|escher wyss plz|escherwyssplatz|zurich escher wyss pl|zurich escher wyss plz|zurichescherwyssplatz
"Zürich, Eschergutweg",tram station,50|N13,8.512987,47.3963694,eschergutweg|zuricheschergutweg
"Zürich, ETH Hönggerberg",bus station,37|42|44|69|80|E|N8,8.5077099,47.4086786,eth honggerberg|ethhonggerberg|zurichethhonggerberg
"Zürich, ETH/Universitätsspital",tram station,4|5|6|8|9|10|11|13|15|E|N6|N10,8.5482248,47.3772906,eth universitatsspital|ethuniversitatsspital|zurichethuniversitatsspital
"Zürich, Ettenfeld",bus station,768|N10,8.5536819,47.4254518,ettenfeld|zurichettenfeld
"Zürich, Farbhof",tram station,2|20|31|45|N1|N17,8.4790597,47.3908781,farbhof|zurichfarbhof
"Zürich, Feldeggstrasse",tram station,2|4|8|11|15|912|916|E|N91,8.5522428,47.36044,feldeggstr|feldeggstrasse|zurich feldeggstr|zurichfeldeggstrasse
"Zürich, Fellenbergstrasse",tram station,3|67|N3,8.4884173,47.3757178,fellenbergstr|fellenbergstrasse|zurich fellenbergstr|zurichfellenbergstrasse
"Zürich, Felsenrainstrasse",tram station,51|75|768|N10,8.5453755,47.4167254,felsenrainstr|felsenrainstrasse|zurich felsenrainstr|zurichfelsenrainstrasse
"Zürich, Fernsehstudio",tram station,12|50|781|N79,8.5617062,47.4181601,fernsehstudio|zurichfernsehstudio
"Zürich, Feusisbergli",bus station,45,8.4709748,47.3926687,feusisbergli|zurichfeusisbergli
"Zürich, Fischerweg",tram station,8|17|N17,8.5121226,47.393571,fischerweg|zurichfischerweg
"Zürich, Flobotstrasse",bus station,39,8.5680392,47.3805797,flobotstr|flobotstrasse|zurich flobotstr|zurichflobotstrasse
"Zürich, Flurstrasse",bus station,83|89|N12,8.4919885,47.3815411,flurstr|flurstrasse|zurich flurstr|zurichflurstrasse
"Zürich, Flühgasse",bus station,77|99|N4,8.5694793,47.3504587,fluhgasse|zurichfluhgasse
"Zürich, Frankental",tram station,50|78|89|485|N13,8.4816237,47.4054718,frankental|zurichfrankental
"Zürich, Freiestrasse",bus station,31|33|N33,8.562976,47.3628007,freiestr|freiestrasse|zurich freiestr|zurichfreiestrasse
"Zürich, Freihofstrasse",tram station,2|3|4|9|13|51,8.4993722,47.3832275,freihofstr|freihofstrasse|zurich freihofstr|zurichfreihofstrasse
"Zürich, Friedackerstrasse",bus station,75,8.5534844,47.4058894,friedackerstr|friedackerstrasse|zurich friedackerstr|zurichfriedackerstrasse
"Zürich, Friedhof Eichbühl",bus station,45,8.4745331,47.3828772,friedhof eichbuhl|friedhofeichbuhl|zurichfriedhofeichbuhl
"Zürich, Friedhof Enzenbühl",tram station,4|11|E,8.5802776,47.3509731,friedhof enzenbuhl|friedhofenzenbuhl|zurichfriedhofenzenbuhl
"Zürich, Friedhof Hönggerberg",bus station,38,8.4941335,47.4089383,friedhof honggerberg|friedhofhonggerberg|zurichfriedhofhonggerberg
"Zürich, Friedhof Schwandenholz",bus station,40|42,8.5376918,47.4213502,friedhof schwandenholz|friedhofschwandenholz|zurichfriedhofschwandenholz
"Zürich, Friedhof Sihlfeld",bus station,66|72|N9|N15|N18,8.5108934,47.3759341,friedhof sihlfeld|friedhofsihlfeld|zurichfriedhofsihlfeld
"Zürich, Friedhof Uetliberg",bus station,73,8.5006053,47.3587046,friedhof uetliberg|friedhofuetliberg|zurichfriedhofuetliberg
"Zürich, Friedhof Witikon",bus station,701|703|704|N71|N74,8.6026754,47.3613819,friedhof witikon|friedhofwitikon|zurichfriedhofwitikon
"Zürich, Friedrichstrasse",bus station,75|N7,8.5690644,47.4039391,friedrichstr|friedrichstrasse|zurich friedrichstr|zurichfriedrichstrasse
"Zürich, Friesenberghalde",bus station,73,8.5024008,47.3611167,friesenberghalde|zurichfriesenberghalde
"Zürich, Friesenbergstrasse",bus station,32|73|89|N2,8.5050939,47.3620634,friesenbergstr|friesenbergstrasse|zurich friesenbergstr|zurichfriesenbergstrasse
"Zürich, Frohburg",bus station,75|N7,8.5624049,47.4041659,frohburg|zurichfrohburg
"Zürich, Fronwald",bus station,44|62|N2,8.5100441,47.4219605,fronwald|zurichfronwald
"Zürich, Frymannstrasse",bus station,70|N15,8.5191504,47.3351361,frymannstr|frymannstrasse|zurich frymannstr|zurichfrymannstrasse
"Zürich, Fröhlichstrasse",tram station,2|4|8|11|15|33|912|916|E|N33|N91,8.5568981,47.3551688,frohlichstr|frohlichstrasse|zurich frohlichstr|zurichfrohlichstrasse
"Zürich, Förrlibuckstrasse",tram station,8|17|N17,8.5171552,47.3922109,forrlibuckstr|forrlibuckstrasse|zurich forrlibuckstr|zurichforrlibuckstrasse
"Zürich, Geeringstrasse",bus station,46|78|485|N46,8.4804344,47.4144415,geeringstr|geeringstrasse|zurich geeringstr|zurichgeeringstrasse
"Zürich, Genossenschaftsstrasse",bus station,781|787|N9|N12|N79,8.5623727,47.4152032,genossenschaftsstr|genossenschaftsstrasse|zurich genossenschaftsstr|zurichgenossenschaftsstrasse
"Zürich, Germaniastrasse",bus station,23|39,8.5522178,47.3871289,germaniastr|germaniastrasse|zurich germaniastr|zurichgermaniastrasse
"Zürich, Giblenstrasse",bus station,46|N46,8.4859536,47.4107307,giblenstr|giblenstrasse|zurich giblenstr|zurichgiblenstrasse
"Zürich, Glattwiesen",tram station,7|N7,8.5817601,47.4016014,glattwiesen|zurichglattwiesen
"Zürich, Glaubtenstrasse",bus station,32|40|61|62|80|N2|N8,8.518925,47.4141692,glaubtenstr|glaubtenstrasse|zurich glaubtenstr|zurichglaubtenstrasse
"Zürich, Glaubtenstrasse Nord",bus station,40|42|80|N8,8.5196523,47.4147471,glaubtenstr nord|glaubtenstrasse nord|glaubtenstrassenord|zurich glaubtenstr nord|zurichglaubtenstrassenord
"Zürich, Glaubtenstrasse Süd",bus station,42|80,8.5186894,47.4136587,glaubtenstr sud|glaubtenstrasse sud|glaubtenstrassesud|zurich glaubtenstr sud|zurichglaubtenstrassesud
"Zürich, Glockenacker",bus station,701|703|704|N71|N74,8.5989058,47.360934,glockenacker|zurichglockenacker
"Zürich, Goldackerweg",bus station,80|N8,8.4879314,47.3718903,goldackerweg|zurichgoldackerweg
"Zürich, Goldauerstrasse",train station,23,8.549962,47.386296,goldauerstr|goldauerstrasse|zurich goldauerstr|zurichgoldauerstrasse
"Zürich, Goldbrunnenplatz",tram station,9|10|14|32|67|215|220|235|236|245|350|N2|N12|N14,8.5138909,47.3702663,goldbrunnenplatz|goldbrunnenplz|zurich goldbrunnenplz|zurichgoldbrunnenplatz
"Zürich, Grimselstrasse",tram station,2,8.4900825,47.3869644,grimselstr|grimselstrasse|zurich grimselstr|zurichgrimselstrasse
"Zürich, Grubenstrasse",bus station,76,8.5116759,47.362839,zurich grubenstr|zurichgrubenstrasse
"Zürich, Grünauring",bus station,45|307,8.4879877,47.3962753,grunauring|zurichgrunauring
"Zürich, Grünaustrasse",tram station,8|17|45|307|N17,8.4892123,47.3952298,grunaustr|grunaustrasse|zurich grunaustr|zurichgrunaustrasse
"Zürich, Grünwald",bus station,485,8.4831693,47.4174032,grunwald|zurichgrunwald
"Zürich, Guggachstrasse",tram station,7|8|11|17|51|N7,8.5401435,47.395709,guggachstr|guggachstrasse|zurich guggachstr|zurichguggachstrasse
"Zürich, Gutstrasse",bus station,67|N2|N12,8.506638,47.3717368,gutstr|gutstrasse|zurich gutstr|zurichgutstrasse
"Zürich, Güterbahnhof",tram station,8|31|32|33|50|51|N1|N2|N4,8.5199736,47.380311,zurichguterbahnhof
"Zürich, Hadlaubstrasse",train station,23,8.5513234,47.3867957,hadlaubstr|hadlaubstrasse|zurich hadlaubstr|zurichhadlaubstrasse
"Zürich, Hagenholz",bus station,781|787|N9|N12|N79,8.5551748,47.4144724,hagenholz|zurichhagenholz
"Zürich, Haldenbach",tram station,5|6|8|9|10|11|N10,8.5481277,47.38026,haldenbach|zurichhaldenbach
"Zürich, Haldenegg",tram station,4|6|7|10|11|13|15|51|E|N6|N7|N10,8.5444187,47.3795759,haldenegg|zurichhaldenegg
"Zürich, Hallenbad Oerlikon",bus station,61|62|N12,8.5558644,47.4107058,hallenbad oerlikon|hallenbadoerlikon|zurichhallenbadoerlikon
"Zürich, Hardhof",tram station,8|17,8.4974742,47.3963507,hardhof|zurichhardhof
"Zürich, Hardplatz",tram station,8|31|32|33|46|50|51|72|83|N1|N2|N4|N9|N15|N17|N18|N33,8.5145319,47.3823408,hardplatz|hardplz|zurich hardplz|zurichhardplatz
"Zürich, Hardturm",tram station,8|17|N17,8.5044273,47.3942809,hardturm|zurichhardturm
"Zürich, Hedwigsteig",tram station,4|11|E|N4,8.5650308,47.3604239,hedwigsteig|zurichhedwigsteig
"Zürich, Heerenwiesen",tram station,9,8.5763283,47.4047133,heerenwiesen|zurichheerenwiesen
"Zürich, Hegianwandweg",bus station,32|89|N2,8.5100025,47.3566478,hegianwandweg|zurichhegianwandweg
"Zürich, Hegibachplatz",tram station,4|11|18|31|33|77|E|N4|N33|S18|SN18,8.5607169,47.3617702,hegibachplatz|hegibachplz|zurich hegibachplz|zurichhegibachplatz
"Zürich, Heizenholz",bus station,46|78|N46,8.4838499,47.4122429,heizenholz|zurichheizenholz
"Zürich, Helmhaus",tram station,2|4|9|15|N4|N5,8.5432946,47.3700698,helmhaus|zurichhelmhaus
"Zürich, Helvetiaplatz",tram station,8|32|50|51|N2|N12,8.5257326,47.3763261,helvetiaplatz|helvetiaplz|zurich helvetiaplz|zurichhelvetiaplatz
"Zürich, Herbstweg",bus station,62|N12,8.5647825,47.4088382,herbstweg|zurichherbstweg
"Zürich, Herdernstrasse",bus station,31|32|33|83|N1|N2|N4,8.5091651,47.3848283,herdernstr|herdernstrasse|zurich herdernstr|zurichherdernstrasse
"Zürich, Hermetschloo",bus station,31|N1,8.4736511,47.3940659,hermetschloo|zurichhermetschloo
"Zürich, Hertensteinstrasse",bus station,40|42|75|N75,8.5434888,47.4228781,hertensteinstr|hertensteinstrasse|zurich hertensteinstr|zurichhertensteinstrasse
"Zürich, Hertersteg",bus station,66|72|76|N15|N18,8.5229877,47.3676806,hertersteg|zurichhertersteg
"Zürich, Herzogenmühlestrasse",bus station,62|75|N12,8.5727049,47.4075284,herzogenmuhlestr|herzogenmuhlestrasse|zurich herzogenmuhlestr|zurichherzogenmuhlestrasse
"Zürich, Heubeeriweg",bus station,39,8.5647365,47.3815924,heubeeriweg|zurichheubeeriweg
"Zürich, Heuried",tram station,9|10|14|N14,8.5063531,47.3694097,heuried|zurichheuried
"Zürich, Himmeri",bus station,75|N75,8.5386447,47.4200009,himmeri|zurichhimmeri
"Zürich, Hinterbergstrasse",bus station,31|33|N33,8.5545608,47.380108,hinterbergstr|hinterbergstrasse|zurich hinterbergstr|zurichhinterbergstrasse
"Zürich, Hirschwiesenstrasse",tram station,8|10|11|17|51|E,8.5434969,47.4002735,hirschwiesenstr|hirschwiesenstrasse|zurich hirschwiesenstr|zurichhirschwiesenstrasse
"Zürich, Hirzenbach",tram station,9,8.5911626,47.4032531,hirzenbach|zurichhirzenbach
"Zürich, Hofstrasse",bus station,31|33|N33,8.5615569,47.3733658,hofstr|hofstrasse|zurich hofstr|zurichhofstrasse
"Zürich, Hohenklingensteig",bus station,78|80|89|N8,8.4902073,47.4013463,hohenklingensteig|zurichhohenklingensteig
"Zürich, Holzerhurd",bus station,32|N2,8.4966151,47.4238022,holzerhurd|zurichholzerhurd
"Zürich, Hottingerplatz",tram station,2|3|4|9|11|15|E|N71|N74,8.5544302,47.369441,hottingerplatz|hottingerplz|zurich hottingerplz|zurichhottingerplatz
"Zürich, Hubertus",tram station,3|33|83|89|N2|N3|N12|N33,8.4991106,47.3774011,hubertus|zurichhubertus
"Zürich, Hungerbergstrasse",bus station,32|492|N2,8.501518,47.4210948,hungerbergstr|hungerbergstrasse|zurich hungerbergstr|zurichhungerbergstrasse
"Zürich, Höfliweg",bus station,32|N2,8.5109504,47.3675771,hofliweg|zurichhofliweg
"Zürich, Hölderlinsteig",bus station,31|33|N33,8.5649278,47.3668295,holderlinsteig|zurichholderlinsteig
"Zürich, Hölderlinstrasse",tram station,2|3|9|15|N71|N74,8.5623839,47.3661167,holderlinstr|holderlinstrasse|zurich holderlinstr|zurichholderlinstrasse
"Zürich, Hönggerberg",bus station,69|80|N8,8.5048147,47.4050354,honggerberg|zurichhonggerberg
"Zürich, Höschgasse",tram station,2|4|8|11|15|33|912|916|E|N33|N91,8.5542038,47.3579923,hoschgasse|zurichhoschgasse
"Zürich, Hügelstrasse",bus station,66|72|N15|N18,8.5269754,47.3580723,hugelstr|hugelstrasse|zurich hugelstr|zurichhugelstrasse
"Zürich, Hürstholz",bus station,40|42,8.522863,47.4168848,hurstholz|zurichhurstholz
"Zürich, Im Ebnet",bus station,742,8.543734,47.4315019,im ebnet|imebnet|zurichimebnet
"Zürich, Im Gut",bus station,67|89|N2|N12,8.5033652,47.373611,im gut|imgut|zurichimgut
"Zürich, Im Hagacker",bus station,32|89|N2,8.5077121,47.3592687,im hagacker|imhagacker|zurichimhagacker
"Zürich, Im Hüsli",bus station,70|N15,8.5126998,47.328234,im husli|imhusli|zurichimhusli
"Zürich, Im Klösterli",bus station,39,8.5769326,47.3846302,im klosterli|imklosterli|zurichimklosterli
"Zürich, Im Walder",bus station,77,8.5741444,47.348254,zurichimwalder
"Zürich, Im Wingert",bus station,69,8.5088363,47.4014272,im wingert|imwingert|zurichimwingert
"Zürich, In der Ey",bus station,33|80|N8|N33,8.4916263,47.3692391,in der ey|inderey|zurichinderey
"Zürich, Juchhof",bus station,307,8.4731641,47.3983159,juchhof|zurichjuchhof
"Zürich, Jugendherberge",bus station,66|72|N15|N18,8.5280387,47.3479157,zurichjugendherberge
"Zürich, Kalchbühlweg",bus station,66,8.5315139,47.3405338,kalchbuhlweg|zurichkalchbuhlweg
"Zürich, Kanonengasse",bus station,31|33|N1|N4,8.5303053,47.3784688,kanonengasse|zurichkanonengasse
"Zürich, Kantonalbank",tram station,2|4|5|9|11|E|N9|N91,8.5397466,47.3681697,kantonalbank|zurichkantonalbank
"Zürich, Kantonsschule",tram station,4|5|6|8|9|11|15,8.5505263,47.3727169,zurichkantonsschule
"Zürich, Kapfstrasse",bus station,31|701|N71|N74,8.5712022,47.3611551,kapfstr|kapfstrasse|zurich kapfstr|zurichkapfstrasse
"Zürich, Kappeli",tram station,2|3|4|9|13|51|83|89|N12,8.4953681,47.3850093,zurichkappeli
"Zürich, Kappenbühlweg",bus station,38,8.4982416,47.402964,kappenbuhlweg|zurichkappenbuhlweg
"Zürich, Kempfhofsteig",bus station,46|N46,8.5098563,47.3974689,kempfhofsteig|zurichkempfhofsteig
"Zürich, Kernstrasse",bus station,32|N2|N12,8.5242653,47.3745049,kernstr|kernstrasse|zurich kernstr|zurichkernstrasse
"Zürich, Kienastenwies",bus station,31|N71,8.6009241,47.3551388,kienastenwies|zurichkienastenwies
"Zürich, Kinderspital",bus station,99|N4,8.5721962,47.3524919,kinderspital|zurichkinderspital
"Zürich, Kinkelstrasse",tram station,5|6|8|9|10|11|N10,8.5463338,47.3888855,kinkelstr|kinkelstrasse|zurich kinkelstr|zurichkinkelstrasse
"Zürich, Kirche Fluntern",tram station,6|8|13|31|33|751|E|N6|N33,8.5593828,47.3764003,kirche fluntern|kirchefluntern|zurichkirchefluntern
"Zürich, Klinik Hirslanden",bus station,77|N4,8.5766788,47.3516563,klinik hirslanden|klinikhirslanden|zurichklinikhirslanden
"Zürich, Klosbach",bus station,31|33|N33,8.564148,47.3700304,klosbach|zurichklosbach
"Zürich, Klusplatz",tram station,2|3|9|15|31|33|701|703|704|N33|N71|N74,8.566351,47.3640091,klusplatz|klusplz|zurich klusplz|zurichklusplatz
"Zürich, Krematorium Nordheim",bus station,40,8.5282331,47.4053657,krematorium nordheim|krematoriumnordheim|zurichkrematoriumnordheim
